experiment_name,clean_top1_accuracy,augmented_top1_accuracy,clean_eer,augmented_eer,clean_threshold,augmented_threshold,evaluation_environment
baseline_smallcnn,0.4375,0.0625,0.2544642857142857,0.3705357142857143,0.9970043897628784,0.9913648366928101,telephone
disentangle_smallcnn,0.375,0.25,0.29910714285714285,0.32589285714285715,0.9979221820831299,0.9966006278991699,telephone
improved_smallcnn,0.4375,0.1875,0.24107142857142858,0.3214285714285714,0.9990406632423401,0.9980090260505676,telephone
